grain,perspective,year,period,period_sort,seg1,seg2,metric,value,source
week,overall,2025,01월 3주차,20250103,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 4주차,20250104,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 5주차,20250105,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 1주차,20250201,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 2주차,20250202,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 3주차,20250203,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 4주차,20250204,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 1주차,20250301,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 2주차,20250302,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 3주차,20250303,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 4주차,20250304,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 1주차,20250401,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 2주차,20250402,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 3주차,20250403,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 4주차,20250404,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 1주차,20250501,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 2주차,20250502,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 3주차,20250503,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 4주차,20250504,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 5주차,20250505,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 1주차,20250601,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 2주차,20250602,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 3주차,20250603,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 4주차,20250604,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 1주차,20250701,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 2주차,20250702,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 3주차,20250703,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 4주차,20250704,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 5주차,20250705,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 1주차,20250801,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 2주차,20250802,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 3주차,20250803,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 4주차,20250804,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 1주차,20250901,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 2주차,20250902,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 3주차,20250903,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 4주차,20250904,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 1주차,20251001,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 2주차,20251002,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 3주차,20251003,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 4주차,20251004,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 5주차,20251005,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 1주차,20251101,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 2주차,20251102,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 3주차,20251103,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 4주차,20251104,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 1주차,20251201,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 2주차,20251202,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 3주차,20251203,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 4주차,20251204,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 1주차,20260101,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 2주차,20260102,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 3주차,20260103,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 4주차,20260104,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 5주차,20260105,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 1주차,20260201,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 2주차,20260202,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 3주차,20260203,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 4주차,20260204,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 1주차,20260301,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 2주차,20260302,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 3주차,20260303,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 4주차,20260304,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 1주차,20260401,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 2주차,20260402,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 3주차,20260403,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 4주차,20260404,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 5주차,20260405,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 1주차,20260501,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 2주차,20260502,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 3주차,20260503,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 4주차,20260504,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 1주차,20260601,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 2주차,20260602,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 3주차,20260603,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 4주차,20260604,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,07월 1주차,20260701,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 1주차,20250101,,,일평균고객수,1795.2,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 2주차,20250102,,,일평균고객수,1891.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 3주차,20250103,,,일평균고객수,1749.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 4주차,20250104,,,일평균고객수,1585.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 5주차,20250105,,,일평균고객수,1448.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 1주차,20250201,,,일평균고객수,1918.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 2주차,20250202,,,일평균고객수,1702.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 3주차,20250203,,,일평균고객수,1714.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 4주차,20250204,,,일평균고객수,1852.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 1주차,20250301,,,일평균고객수,2185.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 2주차,20250302,,,일평균고객수,2078.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 3주차,20250303,,,일평균고객수,1970.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 4주차,20250304,,,일평균고객수,1932.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 1주차,20250401,,,일평균고객수,2042,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 2주차,20250402,,,일평균고객수,2199,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 3주차,20250403,,,일평균고객수,2205.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 4주차,20250404,,,일평균고객수,2158.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 1주차,20250501,,,일평균고객수,1968.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 2주차,20250502,,,일평균고객수,2040,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 3주차,20250503,,,일평균고객수,2291.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 4주차,20250504,,,일평균고객수,1982.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 5주차,20250505,,,일평균고객수,2059,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 1주차,20250601,,,일평균고객수,2162.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 2주차,20250602,,,일평균고객수,2148.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 3주차,20250603,,,일평균고객수,2337.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 4주차,20250604,,,일평균고객수,1984.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 1주차,20250701,,,일평균고객수,2137.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 2주차,20250702,,,일평균고객수,2214,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 3주차,20250703,,,일평균고객수,1845.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 4주차,20250704,,,일평균고객수,1911.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 5주차,20250705,,,일평균고객수,1747,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 1주차,20250801,,,일평균고객수,1922.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 2주차,20250802,,,일평균고객수,1664.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 3주차,20250803,,,일평균고객수,1736.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 4주차,20250804,,,일평균고객수,1702.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 1주차,20250901,,,일평균고객수,2009.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 2주차,20250902,,,일평균고객수,1793,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 3주차,20250903,,,일평균고객수,1905.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 4주차,20250904,,,일평균고객수,2081.71428571429,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 1주차,20251001,,,일평균고객수,1626.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 2주차,20251002,,,일평균고객수,1833,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 3주차,20251003,,,일평균고객수,2300.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 4주차,20251004,,,일평균고객수,2241.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 5주차,20251005,,,일평균고객수,2182.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 1주차,20251101,,,일평균고객수,1978.71428571429,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 2주차,20251102,,,일평균고객수,2245.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 3주차,20251103,,,일평균고객수,2005,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 4주차,20251104,,,일평균고객수,2051.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 1주차,20251201,,,일평균고객수,1990.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 2주차,20251202,,,일평균고객수,2025,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 3주차,20251203,,,일평균고객수,1879.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 4주차,20251204,,,일평균고객수,1797.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 1주차,20260101,,,일평균고객수,1631.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 2주차,20260102,,,일평균고객수,1643,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 3주차,20260103,,,일평균고객수,1741.85714285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 4주차,20260104,,,일평균고객수,1729.71428571429,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 5주차,20260105,,,일평균고객수,1719.42857142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 1주차,20260201,,,일평균고객수,1843.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 2주차,20260202,,,일평균고객수,1516.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 3주차,20260203,,,일평균고객수,1586.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 4주차,20260204,,,일평균고객수,1909.71428571429,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 1주차,20260301,,,일평균고객수,2023,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 2주차,20260302,,,일평균고객수,1950.14285714286,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 3주차,20260303,,,일평균고객수,1947.57142857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 4주차,20260304,,,일평균고객수,1990,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 1주차,20260401,,,일평균고객수,2051.28571428571,전체관점 - 주별 실적 (기본) (1).xlsx
